MODE,JOB_ID,WORKERS,FILE,ALGO,TAU,SIGMA,BETA,NUMPARTITIONS,VERTICES,REAL EDGES, VIRTUAL EDGES,Time,Sampling Time,Total LP,Score,Migrations,R MaxNorm unbalance,V MaxNorm unbalance,Vertex MaxNorm unbalance,#real EC,#real EC (%%),#virtual EC,#virtual EC (%%),Vertex Balance JSD,Real Edge Balance JSD,Virtual Edge Balance JSD
Vertex,job_202101261615_1533,8,Youtube.vertex,BGRAP,5,0.01,0.1,4,1134890,2987624,5975248,13277,0,12994,1828554.171388938,2033715,1.267,1.247,1.036,960945,0.322,1919761,0.321,0.000237,0.008276,0.006165
Vertex,job_202101261615_2028,8,RoadCanada.vertex,InitializeSampleGD,5,0.02,0.15,4,1965206,5533214,5533214,22402,3293,16777,3333549.9484698833,3330897,1.005,1.005,1.003,2344029,0.424,2344029,0.424,0.000002,0.000002,0.000002
Vertex,job_202101261615_2138,8,BerkeleyStan.vertex,InitializeSampleRD,5,0.02,0.2,16,685230,7600595,13298940,18425,3900,14014,1375237.2180831209,1061427,2.032,2.272,1.050,1883652,0.248,3432053,0.258,0.000462,0.021976,0.031353
Vertex,job_202101261615_2127,8,BerkeleyStan.vertex,InitializeSampleRD,5,0.015,0.2,4,685230,7600595,13298940,11148,3723,6995,1464858.2068664934,938368,1.396,1.356,1.029,622635,0.082,1081831,0.081,0.000084,0.011130,0.009985
Vertex,job_202101261615_1579,8,Youtube.vertex,InitializeSampleRD,5,0.01,0.1,8,1134890,2987624,5975248,18469,3410,14514,1924946.468246079,1866070,2.256,1.990,1.046,1265076,0.423,2523220,0.422,0.000298,0.038721,0.025702
Vertex,job_202101261615_1640,8,Youtube.vertex,InitializeSampleRD,15,0.01,0.2,16,1134890,2987624,5975248,23683,3767,19336,1924019.0282882897,1751214,2.710,2.347,1.045,1449108,0.485,2890807,0.484,0.000172,0.040058,0.027528
Vertex,job_202101261615_2186,8,BerkeleyStan.vertex,InitializeSampleHD,10,0.015,0.15,16,685230,7600595,13298940,16778,3681,11125,1419335.119105052,1096633,1.913,2.110,1.134,1515924,0.199,2786712,0.210,0.000403,0.020314,0.021918
Vertex,job_202101261615_2130,8,BerkeleyStan.vertex,InitializeSampleRD,10,0.015,0.2,4,685230,7600595,13298940,12470,4908,6629,1459356.5560488235,950798,1.118,1.153,1.046,625345,0.082,1084920,0.082,0.000149,0.003124,0.003274
Vertex,job_202101261615_1920,8,RoadCanada.vertex,InitializeSampleHD,5,0.02,0.1,4,1965206,5533214,5533214,21343,2309,16896,3336839.1234968207,3541973,1.002,1.002,1.002,2315451,0.418,2315451,0.418,0.000001,0.000002,0.000002
Vertex,job_202101261615_1591,8,Youtube.vertex,InitializeSampleRD,10,0.015,0.1,8,1134890,2987624,5975248,18408,3759,14220,1921197.8376250684,1832470,2.116,1.896,1.047,1177602,0.394,2350283,0.393,0.000345,0.036833,0.025327
Vertex,job_202101261615_1578,8,Youtube.vertex,InitializeSampleRD,5,0.01,0.1,4,1134890,2987624,5975248,14064,3712,9930,1915864.5276379199,1688593,1.703,1.579,1.048,952915,0.319,1901393,0.318,0.000406,0.031926,0.021268
Vertex,job_202101261615_1818,8,Youtube.vertex,InitializeSampleGD,15,0.02,0.2,4,1134890,2987624,5975248,14785,3103,9814,1899698.634730275,1736862,1.556,1.464,1.046,955236,0.320,1909006,0.319,0.000126,0.017593,0.012604
Vertex,job_202101261615_2013,8,RoadCanada.vertex,InitializeSampleGD,10,0.01,0.15,4,1965206,5533214,5533214,21608,4101,15269,3279926.847303745,2976271,1.002,1.002,1.001,2477331,0.448,2477331,0.448,0.000000,0.000001,0.000001
Vertex,job_202101261615_1583,8,Youtube.vertex,InitializeSampleRD,10,0.01,0.1,16,1134890,2987624,5975248,21982,3410,18063,1889829.2770235522,1751339,3.085,2.633,1.047,1562472,0.523,3121510,0.522,0.000123,0.049579,0.033906
Vertex,job_202101261615_1622,8,Youtube.vertex,InitializeSampleRD,15,0.015,0.15,16,1134890,2987624,5975248,24574,4129,20026,1908843.0146810813,1789919,2.987,2.519,1.047,1444654,0.484,2885866,0.483,0.000165,0.055196,0.035750
Vertex,job_202101261615_1884,8,RoadCanada.vertex,InitializeSampleRD,5,0.015,0.2,4,1965206,5533214,5533214,21046,3840,16638,3355166.9390175813,3302545,1.005,1.005,1.004,2311706,0.418,2311706,0.418,0.000002,0.000002,0.000002
Vertex,job_202101261615_1997,8,RoadCanada.vertex,InitializeSampleGD,10,0.015,0.1,16,1965206,5533214,5533214,36788,3058,31491,3008294.6544558476,2724084,1.007,1.007,1.006,3390316,0.613,3390316,0.613,0.000001,0.000001,0.000001
Vertex,job_202101261615_2108,8,BerkeleyStan.vertex,InitializeSampleRD,15,0.015,0.15,16,685230,7600595,13298940,17285,4146,12507,1423706.5998370603,1074529,1.896,1.990,1.049,1530722,0.201,2835534,0.213,0.000581,0.013582,0.016532
Vertex,job_202101261615_1671,8,Youtube.vertex,InitializeSampleHD,10,0.015,0.1,4,1134890,2987624,5975248,14630,2488,10074,1919408.5448323684,1724535,1.555,1.474,1.047,1035280,0.347,2066696,0.346,0.000409,0.021247,0.015892
Vertex,job_202101261615_2085,8,BerkeleyStan.vertex,InitializeSampleRD,10,0.02,0.1,4,685230,7600595,13298940,11117,3491,7236,1433550.828890248,962896,1.119,1.136,1.027,685405,0.090,1176548,0.088,0.000064,0.003032,0.003340
Vertex,job_202101261615_1667,8,Youtube.vertex,InitializeSampleHD,15,0.01,0.1,16,1134890,2987624,5975248,27006,2896,21978,1920507.1600280448,1860869,1.933,1.791,1.047,1393787,0.467,2783978,0.466,0.000295,0.031569,0.022822
Vertex,job_202101261615_2026,8,RoadCanada.vertex,InitializeSampleGD,15,0.015,0.15,8,1965206,5533214,5533214,33901,3441,28117,3348267.42626056,3932838,1.005,1.005,1.004,2539094,0.459,2539094,0.459,0.000001,0.000001,0.000001
Vertex,job_202101261615_1598,8,Youtube.vertex,InitializeSampleRD,5,0.02,0.1,16,1134890,2987624,5975248,22080,3372,18201,1904408.9083020582,1775007,2.665,2.272,1.046,1477880,0.495,2950252,0.494,0.000156,0.039118,0.026686
